"","Year","Area","Area.Abbreviation","latitude","longitude","AlcoholicBeverages","Beans","Cereals","Coffee","Fruits","InfantFood","Meat","Nuts","Seafood","Spices","Sweeteners","Tea","Vegetables"
"2867",1977,"Jordan","JOR",30.59,36.24,NA,NA,133,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"2868",1977,"Kazakhstan","KAZ",48.02,66.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869",1977,"Kenya","KEN",-0.02,37.91,NA,NA,121,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
"2870",1977,"Kiribati","KIR",-3.37,-168.73,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2871",1977,"Kuwait","KWT",29.31,47.48,NA,NA,61,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"2872",1977,"Kyrgyzstan","KGZ",41.2,74.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873",1977,"Lao People's Democratic Republic","LAO",19.86,102.5,NA,NA,38,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2874",1977,"Latvia","LVA",56.88,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875",1977,"Lebanon","LBN",33.85,35.86,NA,NA,247,NA,0,NA,NA,NA,0,NA,NA,NA,0
"2876",1977,"Lesotho","LSO",-29.61,28.23,NA,NA,14,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2877",1977,"Liberia","LBR",6.43,-9.43,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2878",1977,"Lithuania","LTU",55.17,23.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879",1977,"Luxembourg","LUX",49.82,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880",1977,"Madagascar","MDG",-18.77,46.87,NA,NA,172,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2881",1977,"Malawi","MWI",-13.25,34.3,NA,0,126,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2882",1977,"Malaysia","MYS",4.21,101.98,NA,NA,475,NA,NA,NA,NA,NA,110,NA,NA,NA,NA
"2883",1977,"Maldives","MDV",3.2,73.22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884",1977,"Mali","MLI",17.57,-4,NA,NA,107,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2885",1977,"Malta","MLT",35.94,14.38,NA,NA,91,NA,NA,NA,NA,NA,0,NA,NA,NA,1
"2886",1977,"Mauritania","MRT",21.01,-10.94,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2887",1977,"Mauritius","MUS",-20.35,57.55,NA,NA,5,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"2888",1977,"Mexico","MEX",23.63,-102.55,NA,NA,6959,NA,NA,NA,NA,NA,259,NA,NA,NA,0
"2889",1977,"Mongolia","MNG",46.86,103.85,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2890",1977,"Montenegro","MNE",42.71,19.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891",1977,"Morocco","MAR",31.79,-7.09,NA,NA,461,NA,20,NA,NA,NA,47,NA,NA,NA,7
"2892",1977,"Mozambique","MOZ",-18.67,35.53,NA,NA,7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2893",1977,"Myanmar","MMR",21.91,95.96,NA,0,1198,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2894",1977,"Namibia","NAM",-22.96,18.49,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"2895",1977,"Nepal","NPL",28.39,84.12,NA,NA,260,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"2896",1977,"Netherlands","NLD",52.13,5.29,NA,44,2643,NA,NA,NA,NA,NA,225,NA,0,NA,0
"2897",1977,"New Caledonia","NCL",-20.9,165.62,NA,NA,2,NA,1,NA,NA,NA,0,NA,NA,NA,NA
"2898",1977,"New Zealand","NZL",-40.9,174.89,NA,NA,392,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"2899",1977,"Nicaragua","NIC",12.87,-85.21,NA,NA,65,NA,5,NA,NA,NA,0,NA,NA,NA,NA
"2900",1977,"Niger","NER",17.61,8.08,NA,NA,170,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2901",1977,"Nigeria","NGA",9.08,8.68,NA,NA,1097,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2902",1977,"Norway","NOR",60.47,8.47,NA,NA,1116,NA,NA,NA,NA,NA,91,NA,0,NA,0
"2903",1977,"Oman","OMN",21.51,55.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904",1977,"Pakistan","PAK",30.38,69.35,NA,NA,556,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"2905",1977,"Panama","PAN",8.54,-80.78,NA,NA,44,NA,122,NA,NA,NA,3,NA,NA,NA,NA
"2906",1977,"Paraguay","PRY",-23.44,-58.44,NA,NA,242,NA,25,NA,NA,NA,0,NA,NA,NA,NA
"2907",1977,"Peru","PER",-9.19,-75.02,NA,NA,1030,NA,NA,NA,NA,NA,371,NA,NA,NA,0
"2908",1977,"Philippines","PHL",12.88,121.77,NA,NA,1864,NA,258,NA,NA,NA,61,NA,NA,NA,0
"2909",1977,"Poland","POL",51.92,19.15,NA,NA,16706,NA,NA,NA,NA,NA,560,NA,0,NA,15
"2910",1977,"Portugal","PRT",39.4,-8.22,NA,0,2038,NA,1,NA,NA,NA,77,NA,NA,NA,17
"2911",1977,"Republic of Korea","QAT",35.91,127.77,NA,NA,1293,NA,NA,NA,NA,NA,92,NA,NA,NA,NA
"2912",1977,"Republic of Moldova","MDA",47.41,28.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913",1977,"Romania","ROU",45.94,24.97,NA,6,11418,NA,15,NA,NA,NA,284,NA,43,NA,356
"2914",1977,"Russian Federation","RUS",61.52,105.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915",1977,"Rwanda","RWA",-1.94,29.87,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2916",1977,"Saint Kitts and Nevis","KNA",17.36,-62.78,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917",1977,"Saint Lucia","LCA",13.91,-60.98,NA,NA,0,NA,11,NA,NA,NA,0,NA,NA,NA,NA
"2918",1977,"Saint Vincent and the Grenadines","VCT",12.98,-61.29,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"2919",1977,"Samoa","WSM",-13.76,-172.1,NA,NA,0,NA,3,NA,NA,NA,0,NA,NA,NA,NA
"2920",1977,"Sao Tome and Principe","STP",0.19,6.61,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2921",1977,"Saudi Arabia","SAU",23.89,45.08,NA,NA,268,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"2922",1977,"Senegal","SEN",14.5,-14.45,NA,NA,14,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2923",1977,"Serbia","SRB",44.02,21.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2924",1977,"Sierra Leone","SLE",8.46,-11.78,NA,NA,4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2925",1977,"Slovakia","SVK",48.67,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2926",1977,"Slovenia","SVN",46.15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927",1977,"Solomon Islands","SLB",-9.65,160.16,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928",1977,"South Africa","ZAF",-30.56,22.94,NA,NA,3010,NA,NA,NA,1,NA,649,NA,NA,NA,51
"2929",1977,"Spain","ESP",40.46,-3.75,NA,0,10839,NA,125,NA,1,NA,234,NA,0,NA,301
"2930",1977,"Sri Lanka","LKA",7.87,80.77,NA,NA,5,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"2931",1977,"Sudan","SDN",12.86,30.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932",1977,"Suriname","SUR",3.92,-56.03,NA,NA,33,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"2933",1977,"Swaziland","SWZ",-26.52,31.47,NA,NA,23,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2934",1977,"Sweden","SWE",60.13,18.64,NA,0,3139,NA,NA,NA,NA,NA,378,NA,NA,NA,0
"2935",1977,"Switzerland","CHE",46.82,8.23,NA,0,1200,NA,NA,NA,NA,NA,456,NA,0,NA,1
"2936",1977,"Tajikistan","TJK",38.86,71.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2937",1977,"Thailand","THA",15.87,100.99,NA,NA,531,NA,NA,NA,NA,NA,427,NA,NA,NA,0
"2938",1977,"The former Yugoslav Republic of Macedonia","THA",41.61,21.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2939",1977,"Timor-Leste","TLS",-8.87,125.73,NA,NA,4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2940",1977,"Togo","TGO",8.62,0.82,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2941",1977,"Trinidad and Tobago","TTO",10.69,-61.22,NA,NA,74,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2942",1977,"Tunisia","TUN",33.89,9.54,NA,NA,274,NA,6,NA,NA,NA,0,NA,NA,NA,22
"2943",1977,"Turkey","TUR",38.96,35.24,NA,NA,7130,NA,NA,NA,NA,NA,18,NA,NA,NA,1787
"2944",1977,"Turkmenistan","TKM",38.97,59.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2945",1977,"Uganda","UGA",1.37,32.29,NA,NA,158,NA,2133,NA,NA,NA,0,NA,NA,NA,NA
"2946",1977,"Ukraine","UKR",48.38,31.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2947",1977,"United Arab Emirates","ARE",23.42,53.85,NA,NA,7,NA,2,NA,NA,NA,0,NA,NA,NA,0
"2948",1977,"United Kingdom","GBR",55.38,-3.44,NA,39,12018,NA,NA,NA,NA,NA,1178,NA,6,NA,138
"2949",1977,"United Republic of Tanzania","TZA",-6.37,34.89,NA,NA,113,NA,12,NA,NA,NA,5,NA,NA,NA,NA
"2950",1977,"United States of America","USA",37.09,-95.71,NA,0,122945,NA,NA,NA,25,NA,1134,NA,NA,NA,101
"2951",1977,"Uruguay","URY",-32.52,-55.77,NA,NA,214,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"2952",1977,"Uzbekistan","UZB",41.38,64.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2953",1977,"Vanuatu","VUT",-15.38,166.96,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2954",1977,"Venezuela (Bolivarian Republic of)","VEN",6.42,-66.59,NA,NA,939,NA,20,NA,NA,NA,15,NA,NA,NA,NA
"2955",1977,"Viet Nam","VNM",14.06,108.28,NA,NA,156,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2956",1977,"Yemen","YEM",15.55,48.52,NA,NA,96,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
"2957",1977,"Zambia","ZMB",-13.13,27.85,NA,NA,36,NA,NA,NA,NA,NA,9,NA,NA,NA,0
"2958",1977,"Zimbabwe","ZWE",-19.02,29.15,NA,NA,241,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
"2959",1978,"Afghanistan","AFG",33.94,67.71,NA,NA,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2960",1978,"Albania","ALB",41.15,20.17,NA,0,174,NA,NA,NA,NA,NA,0,NA,NA,NA,6
"2961",1978,"Algeria","DZA",28.03,1.66,NA,NA,407,NA,NA,NA,NA,NA,49,NA,NA,NA,7
"2962",1978,"Angola","AGO",-11.2,17.87,NA,NA,16,NA,NA,NA,NA,NA,25,NA,NA,NA,NA
"2963",1978,"Antigua and Barbuda","ATG",17.06,-61.8,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2964",1978,"Argentina","ARG",-38.42,-63.62,NA,NA,6569,NA,NA,NA,NA,NA,11,NA,NA,NA,0
"2965",1978,"Armenia","ARM",40.07,45.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966",1978,"Australia","AUS",-25.27,133.78,NA,NA,2689,NA,NA,NA,NA,NA,19,NA,6,NA,NA
"2967",1978,"Austria","AUT",47.52,14.55,NA,NA,3050,NA,NA,NA,0,NA,169,NA,10,NA,0
"2968",1978,"Azerbaijan","AZE",40.14,47.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969",1978,"Bahamas","AZE",25.03,-77.4,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2970",1978,"Bangladesh","BGD",23.68,90.36,NA,NA,265,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"2971",1978,"Barbados","BRB",13.19,-59.54,NA,NA,23,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2972",1978,"Belarus","BLR",53.71,27.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973",1978,"Belgium","BEL",50.5,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974",1978,"Belize","BLZ",17.19,-88.5,NA,NA,15,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"2975",1978,"Benin","BEN",9.31,2.32,NA,NA,15,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2976",1978,"Bermuda","BMU",32.32,-64.76,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"2977",1978,"Bolivia (Plurinational State of)","BOL",-16.29,-63.59,NA,NA,217,NA,18,NA,NA,NA,8,NA,NA,NA,NA
"2978",1978,"Bosnia and Herzegovina","BIH",43.92,17.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2979",1978,"Botswana","BWA",-22.33,24.68,NA,NA,5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2980",1978,"Brazil","BRA",-14.24,-51.93,NA,NA,11553,NA,NA,NA,NA,NA,115,NA,NA,NA,0
"2981",1978,"Brunei Darussalam","BRN",4.54,114.73,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"2982",1978,"Bulgaria","BGR",42.73,25.49,NA,8,4511,NA,NA,NA,NA,NA,122,NA,0,NA,57
"2983",1978,"Burkina Faso","BFA",12.24,-1.56,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2984",1978,"Cabo Verde","CPV",16,-24.01,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2985",1978,"Cambodia","KHM",12.57,104.99,NA,NA,14,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2986",1978,"Cameroon","CMR",7.37,12.35,NA,NA,16,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2987",1978,"Canada","CAN",56.13,-106.35,NA,NA,16934,NA,NA,NA,3,NA,4,NA,NA,NA,NA
"2988",1978,"Central African Republic","CAF",6.61,20.94,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"2989",1978,"Chad","TCD",15.45,18.73,NA,NA,13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2990",1978,"Chile","CHL",-35.68,-71.54,NA,NA,672,NA,NA,NA,3,NA,277,NA,NA,NA,NA
"2991",1978,"China, Hong Kong SAR","CHN",22.4,114.11,NA,NA,192,NA,NA,NA,NA,NA,41,NA,NA,NA,0
"2992",1978,"China, Macao SAR","CHN",22.2,113.54,NA,NA,2,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"2993",1978,"China, mainland","CHN",35.86,104.2,NA,0,56829,NA,NA,NA,1,NA,78,NA,NA,NA,792
"2994",1978,"China, Taiwan Province of","CHN",23.7,120.96,NA,NA,2857,NA,NA,NA,NA,NA,641,NA,NA,NA,NA
"2995",1978,"Colombia","COL",4.57,-74.3,NA,NA,792,NA,324,NA,NA,NA,75,NA,55,NA,24
"2996",1978,"Congo","COD",-0.23,15.83,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2997",1978,"Costa Rica","CRI",9.75,-83.75,NA,NA,111,NA,54,NA,NA,NA,7,NA,NA,NA,0
"2998",1978,"Côte d'Ivoire","CIV",7.54,-5.55,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2999",1978,"Croatia","HRV",45.1,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3000",1978,"Cuba","CUB",21.52,-77.78,NA,NA,1016,NA,12,NA,NA,NA,348,NA,0,NA,2
"3001",1978,"Cyprus","CYP",35.13,33.43,NA,NA,250,NA,NA,NA,NA,NA,0,NA,NA,NA,1
"3002",1978,"Czechia","CZE",49.82,15.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3003",1978,"Democratic People's Republic of Korea","KOR",40.34,127.51,NA,NA,1566,NA,NA,NA,NA,NA,0,NA,NA,NA,35
"3004",1978,"Denmark","DNK",56.26,9.5,NA,NA,5343,NA,NA,NA,NA,NA,163,NA,1,NA,0
"3005",1978,"Djibouti","DJI",11.83,42.59,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"3006",1978,"Dominica","DMA",15.41,-61.37,NA,NA,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA
"3007",1978,"Dominican Republic","DOM",18.74,-70.16,NA,NA,163,NA,24,NA,NA,NA,0,NA,NA,NA,NA
"3008",1978,"Ecuador","ECU",-1.83,-78.18,NA,NA,61,NA,119,NA,NA,NA,186,NA,NA,NA,7
"3009",1978,"Egypt","EGY",26.82,30.8,NA,NA,2244,NA,NA,NA,NA,NA,63,NA,NA,NA,0
"3010",1978,"El Salvador","SLV",13.79,-88.9,NA,NA,172,NA,3,NA,NA,NA,0,NA,NA,NA,0
"3011",1978,"Estonia","EST",58.6,25.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3012",1978,"Ethiopia","ETH",9.15,40.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3013",1978,"Fiji","FJI",-16.58,179.41,NA,NA,7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"3014",1978,"Finland","FIN",61.92,25.75,NA,NA,2160,NA,NA,NA,NA,NA,348,NA,2,NA,0
"3015",1978,"France","FRA",46.23,2.21,NA,NA,18815,NA,NA,NA,NA,NA,184,NA,33,NA,158
"3016",1978,"French Polynesia","PYF",-17.68,-149.41,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"3017",1978,"Gabon","GAB",-0.8,11.61,NA,NA,4,NA,15,NA,NA,NA,0,NA,NA,NA,NA
"3018",1978,"Gambia","GMB",13.44,-15.31,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"3019",1978,"Georgia","GEO",42.32,43.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3020",1978,"Germany","DEU",51.17,10.45,NA,5,23091,NA,NA,NA,NA,NA,1072,NA,4,NA,69
"3021",1978,"Ghana","GHA",7.95,-1.02,NA,NA,140,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3022",1978,"Greece","GRC",39.07,21.82,NA,1,2520,NA,15,NA,0,NA,13,NA,NA,NA,156
"3023",1978,"Grenada","GRD",12.26,-61.6,NA,NA,0,NA,2,NA,NA,NA,0,NA,NA,NA,NA
"3024",1978,"Guatemala","GTM",15.78,-90.23,NA,NA,270,NA,43,NA,NA,NA,0,NA,0,NA,NA
"3025",1978,"Guinea","GIN",9.95,-9.7,NA,NA,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3026",1978,"Guinea-Bissau","GNB",11.8,-15.18,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3027",1978,"Guyana","GUY",4.86,-58.93,NA,NA,17,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"3028",1978,"Haiti","HTI",18.97,-72.29,NA,NA,20,NA,82,NA,1,NA,0,NA,NA,NA,NA
"3029",1978,"Honduras","HND",15.2,-86.24,NA,NA,85,NA,78,NA,0,NA,0,NA,NA,NA,NA
"3030",1978,"Hungary","HUN",47.16,19.5,NA,0,9270,NA,8,NA,NA,NA,247,NA,23,NA,87
"3031",1978,"Iceland","ISL",64.96,-19.02,NA,NA,28,NA,NA,NA,NA,NA,5,NA,NA,0,NA
"3032",1978,"India","IND",20.59,78.96,NA,129,1199,NA,NA,NA,NA,NA,92,NA,475,NA,NA
"3033",1978,"Indonesia","IDN",-0.79,113.92,NA,NA,540,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
"3034",1978,"Iran (Islamic Republic of)","IRN",32.43,53.69,NA,NA,2586,NA,NA,NA,NA,NA,213,NA,NA,NA,NA
"3035",1978,"Iraq","IRQ",33.22,43.68,NA,NA,787,NA,100,NA,NA,NA,0,NA,NA,NA,NA
"3036",1978,"Ireland","IRL",53.41,-8.24,NA,0,1122,NA,NA,NA,NA,NA,117,NA,0,NA,25
"3037",1978,"Israel","ISR",31.05,34.85,NA,NA,1012,NA,0,NA,NA,NA,50,NA,0,NA,1
"3038",1978,"Italy","ITA",41.87,12.57,NA,NA,12110,NA,NA,NA,2,NA,460,NA,29,NA,436
"3039",1978,"Jamaica","JAM",18.11,-77.3,NA,NA,125,NA,2,NA,NA,NA,0,NA,NA,NA,NA
"3040",1978,"Japan","JPN",36.2,138.25,NA,6,15934,NA,NA,NA,NA,NA,3023,NA,NA,NA,0
"3041",1978,"Jordan","JOR",30.59,36.24,NA,NA,115,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"3042",1978,"Kazakhstan","KAZ",48.02,66.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3043",1978,"Kenya","KEN",-0.02,37.91,NA,NA,112,NA,NA,NA,NA,NA,17,NA,NA,NA,NA
"3044",1978,"Kiribati","KIR",-3.37,-168.73,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3045",1978,"Kuwait","KWT",29.31,47.48,NA,NA,76,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"3046",1978,"Kyrgyzstan","KGZ",41.2,74.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3047",1978,"Lao People's Democratic Republic","LAO",19.86,102.5,NA,NA,40,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3048",1978,"Latvia","LVA",56.88,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3049",1978,"Lebanon","LBN",33.85,35.86,NA,NA,187,NA,0,NA,NA,NA,0,NA,NA,NA,0
"3050",1978,"Lesotho","LSO",-29.61,28.23,NA,NA,19,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3051",1978,"Liberia","LBR",6.43,-9.43,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3052",1978,"Lithuania","LTU",55.17,23.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3053",1978,"Luxembourg","LUX",49.82,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054",1978,"Madagascar","MDG",-18.77,46.87,NA,NA,172,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3055",1978,"Malawi","MWI",-13.25,34.3,NA,0,112,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3056",1978,"Malaysia","MYS",4.21,101.98,NA,NA,559,NA,NA,NA,NA,NA,182,NA,NA,NA,NA
"3057",1978,"Maldives","MDV",3.2,73.22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3058",1978,"Mali","MLI",17.57,-4,NA,NA,122,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3059",1978,"Malta","MLT",35.94,14.38,NA,NA,60,NA,NA,NA,NA,NA,0,NA,NA,NA,1
"3060",1978,"Mauritania","MRT",21.01,-10.94,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3061",1978,"Mauritius","MUS",-20.35,57.55,NA,NA,10,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"3062",1978,"Mexico","MEX",23.63,-102.55,NA,NA,6942,NA,NA,NA,NA,NA,383,NA,NA,NA,0
"3063",1978,"Mongolia","MNG",46.86,103.85,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3064",1978,"Montenegro","MNE",42.71,19.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3065",1978,"Morocco","MAR",31.79,-7.09,NA,NA,911,NA,18,NA,NA,NA,0,NA,NA,NA,10
"3066",1978,"Mozambique","MOZ",-18.67,35.53,NA,NA,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3067",1978,"Myanmar","MMR",21.91,95.96,NA,0,1713,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3068",1978,"Namibia","NAM",-22.96,18.49,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"3069",1978,"Nepal","NPL",28.39,84.12,NA,NA,274,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"3070",1978,"Netherlands","NLD",52.13,5.29,NA,61,2609,NA,NA,NA,NA,NA,239,NA,0,NA,2
"3071",1978,"New Caledonia","NCL",-20.9,165.62,NA,NA,3,NA,1,NA,NA,NA,0,NA,NA,NA,NA
"3072",1978,"New Zealand","NZL",-40.9,174.89,NA,NA,339,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"3073",1978,"Nicaragua","NIC",12.87,-85.21,NA,NA,50,NA,5,NA,NA,NA,0,NA,NA,NA,NA
"3074",1978,"Niger","NER",17.61,8.08,NA,NA,173,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3075",1978,"Nigeria","NGA",9.08,8.68,NA,NA,942,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3076",1978,"Norway","NOR",60.47,8.47,NA,NA,1136,NA,NA,NA,NA,NA,99,NA,0,NA,0
"3077",1978,"Oman","OMN",21.51,55.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3078",1978,"Pakistan","PAK",30.38,69.35,NA,NA,566,NA,NA,NA,NA,NA,11,NA,NA,NA,0
"3079",1978,"Panama","PAN",8.54,-80.78,NA,NA,38,NA,110,NA,NA,NA,40,NA,NA,NA,NA
"3080",1978,"Paraguay","PRY",-23.44,-58.44,NA,NA,208,NA,25,NA,NA,NA,0,NA,NA,NA,NA
"3081",1978,"Peru","PER",-9.19,-75.02,NA,NA,768,NA,NA,NA,NA,NA,410,NA,NA,NA,0
"3082",1978,"Philippines","PHL",12.88,121.77,NA,NA,2022,NA,334,NA,NA,NA,91,NA,NA,NA,0
"3083",1978,"Poland","POL",51.92,19.15,NA,NA,18481,NA,NA,NA,NA,NA,637,NA,0,NA,19
"3084",1978,"Portugal","PRT",39.4,-8.22,NA,0,2418,NA,0,NA,NA,NA,68,NA,NA,NA,14
